season,home_team,away_team,home_goals,away_goals,target,season_start
2020-2021,Leeds United,WOL,0,1,0,2020
2020-2021,Leicester City,ARS,1,3,0,2020
2020-2021,Leicester City,AVL,0,1,0,2020
2020-2021,Leicester City,BHA,3,0,2,2020
2020-2021,Leicester City,BUR,4,2,2,2020
2020-2021,Leicester City,CHE,2,0,2,2020
2020-2021,Leicester City,CRY,2,1,2,2020
2020-2021,Leicester City,EVE,0,2,0,2020
2020-2021,Leicester City,FUL,1,2,0,2020
2020-2021,Leicester City,LEE,1,3,0,2020
2020-2021,Leicester City,LIV,3,1,2,2020
2020-2021,Leicester City,MCI,0,2,0,2020
2020-2021,Leicester City,MUN,2,2,1,2020
2020-2021,Leicester City,NEW,2,4,0,2020
2020-2021,Leicester City,SHU,5,0,2,2020
2020-2021,Leicester City,SOU,2,0,2,2020
2020-2021,Leicester City,TOT,2,4,0,2020
2020-2021,Leicester City,WBA,3,0,2,2020
2020-2021,Leicester City,WHU,0,3,0,2020
2020-2021,Leicester City,WOL,1,0,2,2020
2020-2021,Liverpool,ARS,3,1,2,2020
2020-2021,Liverpool,AVL,2,1,2,2020
2020-2021,Liverpool,BHA,0,1,0,2020
2020-2021,Liverpool,BUR,0,1,0,2020
2020-2021,Liverpool,CHE,0,1,0,2020
2020-2021,Liverpool,CRY,2,0,2,2020
2020-2021,Liverpool,EVE,0,2,0,2020
2020-2021,Liverpool,FUL,0,1,0,2020
2020-2021,Liverpool,LEE,4,3,2,2020
2020-2021,Liverpool,LEI,3,0,2,2020
2020-2021,Liverpool,MCI,1,4,0,2020
2020-2021,Liverpool,MUN,0,0,1,2020
2020-2021,Liverpool,NEW,1,1,1,2020
2020-2021,Liverpool,SHU,2,1,2,2020
2020-2021,Liverpool,SOU,2,0,2,2020
2020-2021,Liverpool,TOT,2,1,2,2020
2020-2021,Liverpool,WBA,1,1,1,2020
2020-2021,Liverpool,WHU,2,1,2,2020
2020-2021,Liverpool,WOL,4,0,2,2020
2020-2021,Manchester City,ARS,1,0,2,2020
2020-2021,Manchester City,AVL,2,0,2,2020
2020-2021,Manchester City,BHA,1,0,2,2020
2020-2021,Manchester City,BUR,5,0,2,2020
2020-2021,Manchester City,CHE,1,2,0,2020
2020-2021,Manchester City,CRY,4,0,2,2020
2020-2021,Manchester City,EVE,5,0,2,2020
2020-2021,Manchester City,FUL,2,0,2,2020
2020-2021,Manchester City,LEE,1,2,0,2020
2020-2021,Manchester City,LEI,2,5,0,2020
2020-2021,Manchester City,LIV,1,1,1,2020
2020-2021,Manchester City,MUN,0,2,0,2020
2020-2021,Manchester City,NEW,2,0,2,2020
2020-2021,Manchester City,SHU,1,0,2,2020
2020-2021,Manchester City,SOU,5,2,2,2020
2020-2021,Manchester City,TOT,3,0,2,2020
2020-2021,Manchester City,WBA,1,1,1,2020
2020-2021,Manchester City,WHU,2,1,2,2020
2020-2021,Manchester City,WOL,4,1,2,2020
2020-2021,Manchester United,ARS,0,1,0,2020
2020-2021,Manchester United,AVL,2,1,2,2020
2020-2021,Manchester United,BHA,2,1,2,2020
2020-2021,Manchester United,BUR,3,1,2,2020
2020-2021,Manchester United,CHE,0,0,1,2020
2020-2021,Manchester United,CRY,1,3,0,2020
2020-2021,Manchester United,EVE,3,3,1,2020
2020-2021,Manchester United,FUL,1,1,1,2020
2020-2021,Manchester United,LEE,6,2,2,2020
2020-2021,Manchester United,LEI,1,2,0,2020
2020-2021,Manchester United,LIV,2,4,0,2020
2020-2021,Manchester United,MCI,0,0,1,2020
2020-2021,Manchester United,NEW,3,1,2,2020
2020-2021,Manchester United,SHU,1,2,0,2020
2020-2021,Manchester United,SOU,9,0,2,2020
2020-2021,Manchester United,TOT,1,6,0,2020
2020-2021,Manchester United,WBA,1,0,2,2020
2020-2021,Manchester United,WHU,1,0,2,2020
2020-2021,Manchester United,WOL,1,0,2,2020
2020-2021,Newcastle United,ARS,0,2,0,2020
2020-2021,Newcastle United,AVL,1,1,1,2020
2020-2021,Newcastle United,BHA,0,3,0,2020
2020-2021,Newcastle United,BUR,3,1,2,2020
2020-2021,Newcastle United,CHE,0,2,0,2020
2020-2021,Newcastle United,CRY,1,2,0,2020
2020-2021,Newcastle United,EVE,2,1,2,2020
2020-2021,Newcastle United,FUL,1,1,1,2020
2020-2021,Newcastle United,LEE,1,2,0,2020
2020-2021,Newcastle United,LEI,1,2,0,2020
2020-2021,Newcastle United,LIV,0,0,1,2020
2020-2021,Newcastle United,MCI,3,4,0,2020
2020-2021,Newcastle United,MUN,1,4,0,2020
2020-2021,Newcastle United,SHU,1,0,2,2020
2020-2021,Newcastle United,SOU,3,2,2,2020
2020-2021,Newcastle United,TOT,2,2,1,2020
2020-2021,Newcastle United,WBA,2,1,2,2020
2020-2021,Newcastle United,WHU,3,2,2,2020
2020-2021,Newcastle United,WOL,1,1,1,2020
2020-2021,Sheffield United,ARS,0,3,0,2020
2020-2021,Sheffield United,AVL,1,0,2,2020
2020-2021,Sheffield United,BHA,1,0,2,2020
2020-2021,Sheffield United,BUR,1,0,2,2020
2020-2021,Sheffield United,CHE,1,2,0,2020
2020-2021,Sheffield United,CRY,0,2,0,2020
2020-2021,Sheffield United,EVE,0,1,0,2020
2020-2021,Sheffield United,FUL,1,1,1,2020
2020-2021,Sheffield United,LEE,0,1,0,2020
2020-2021,Sheffield United,LEI,1,2,0,2020
2020-2021,Sheffield United,LIV,0,2,0,2020
2020-2021,Sheffield United,MCI,0,1,0,2020
2020-2021,Sheffield United,MUN,2,3,0,2020
2020-2021,Sheffield United,NEW,1,0,2,2020
2020-2021,Sheffield United,SOU,0,2,0,2020
2020-2021,Sheffield United,TOT,1,3,0,2020
2020-2021,Sheffield United,WBA,2,1,2,2020
2020-2021,Sheffield United,WHU,0,1,0,2020
2020-2021,Sheffield United,WOL,0,2,0,2020
2020-2021,Southampton,ARS,1,3,0,2020
2020-2021,Southampton,AVL,0,1,0,2020
2020-2021,Southampton,BHA,1,2,0,2020
2020-2021,Southampton,BUR,3,2,2,2020
2020-2021,Southampton,CHE,1,1,1,2020
2020-2021,Southampton,CRY,3,1,2,2020
2020-2021,Southampton,EVE,2,0,2,2020
2020-2021,Southampton,FUL,3,1,2,2020
2020-2021,Southampton,LEE,0,2,0,2020
2020-2021,Southampton,LEI,1,1,1,2020
2020-2021,Southampton,LIV,1,0,2,2020
2020-2021,Southampton,MCI,0,1,0,2020
2020-2021,Southampton,MUN,2,3,0,2020
2020-2021,Southampton,NEW,2,0,2,2020
2020-2021,Southampton,SHU,3,0,2,2020
2020-2021,Southampton,TOT,2,5,0,2020
2020-2021,Southampton,WBA,2,0,2,2020
2020-2021,Southampton,WHU,0,0,1,2020
2020-2021,Southampton,WOL,1,2,0,2020
2020-2021,Tottenham Hotspur,ARS,2,0,2,2020
2020-2021,Tottenham Hotspur,AVL,1,2,0,2020
2020-2021,Tottenham Hotspur,BHA,2,1,2,2020
2020-2021,Tottenham Hotspur,BUR,4,0,2,2020
2020-2021,Tottenham Hotspur,CHE,0,1,0,2020
2020-2021,Tottenham Hotspur,CRY,4,1,2,2020
2020-2021,Tottenham Hotspur,EVE,0,1,0,2020
2020-2021,Tottenham Hotspur,FUL,1,1,1,2020
2020-2021,Tottenham Hotspur,LEE,3,0,2,2020
2020-2021,Tottenham Hotspur,LEI,0,2,0,2020
2020-2021,Tottenham Hotspur,LIV,1,3,0,2020
2020-2021,Tottenham Hotspur,MCI,2,0,2,2020
2020-2021,Tottenham Hotspur,MUN,1,3,0,2020
2020-2021,Tottenham Hotspur,NEW,1,1,1,2020
2020-2021,Tottenham Hotspur,SHU,4,0,2,2020
2020-2021,Tottenham Hotspur,SOU,2,1,2,2020
2020-2021,Tottenham Hotspur,WBA,2,0,2,2020
2020-2021,Tottenham Hotspur,WHU,3,3,1,2020
2020-2021,Tottenham Hotspur,WOL,2,0,2,2020
2020-2021,West Bromwich Albion,ARS,0,4,0,2020
2020-2021,West Bromwich Albion,AVL,0,3,0,2020
2020-2021,West Bromwich Albion,BHA,1,0,2,2020
2020-2021,West Bromwich Albion,BUR,0,0,1,2020
2020-2021,West Bromwich Albion,CHE,3,3,1,2020
2020-2021,West Bromwich Albion,CRY,1,5,0,2020
2020-2021,West Bromwich Albion,EVE,0,1,0,2020
2020-2021,West Bromwich Albion,FUL,2,2,1,2020
2020-2021,West Bromwich Albion,LEE,0,5,0,2020
2020-2021,West Bromwich Albion,LEI,0,3,0,2020
2020-2021,West Bromwich Albion,LIV,1,2,0,2020
2020-2021,West Bromwich Albion,MCI,0,5,0,2020
2020-2021,West Bromwich Albion,MUN,1,1,1,2020
2020-2021,West Bromwich Albion,NEW,0,0,1,2020
2020-2021,West Bromwich Albion,SHU,1,0,2,2020
2020-2021,West Bromwich Albion,SOU,3,0,2,2020
2020-2021,West Bromwich Albion,TOT,0,1,0,2020
2020-2021,West Bromwich Albion,WHU,1,3,0,2020
2020-2021,West Bromwich Albion,WOL,1,1,1,2020
2020-2021,West Ham United,ARS,3,3,1,2020
2020-2021,West Ham United,AVL,2,1,2,2020
2020-2021,West Ham United,BHA,2,2,1,2020
2020-2021,West Ham United,BUR,1,0,2,2020
2020-2021,West Ham United,CHE,0,1,0,2020
2020-2021,West Ham United,CRY,1,1,1,2020
2020-2021,West Ham United,EVE,0,1,0,2020
2020-2021,West Ham United,FUL,1,0,2,2020
2020-2021,West Ham United,LEE,2,0,2,2020
2020-2021,West Ham United,LEI,3,2,2,2020
2020-2021,West Ham United,LIV,1,3,0,2020
2020-2021,West Ham United,MCI,1,1,1,2020
2020-2021,West Ham United,MUN,1,3,0,2020
2020-2021,West Ham United,NEW,0,2,0,2020
2020-2021,West Ham United,SHU,3,0,2,2020
2020-2021,West Ham United,SOU,3,0,2,2020
2020-2021,West Ham United,TOT,2,1,2,2020
2020-2021,West Ham United,WBA,2,1,2,2020
2020-2021,West Ham United,WOL,4,0,2,2020
2020-2021,Wolverhampton Wanderers,ARS,2,1,2,2020
2020-2021,Wolverhampton Wanderers,AVL,0,1,0,2020
2020-2021,Wolverhampton Wanderers,BHA,2,1,2,2020
2020-2021,Wolverhampton Wanderers,BUR,0,4,0,2020
2020-2021,Wolverhampton Wanderers,CHE,2,1,2,2020
2020-2021,Wolverhampton Wanderers,CRY,2,0,2,2020
2020-2021,Wolverhampton Wanderers,EVE,1,2,0,2020
2020-2021,Wolverhampton Wanderers,FUL,1,0,2,2020
2020-2021,Wolverhampton Wanderers,LEE,1,0,2,2020
2020-2021,Wolverhampton Wanderers,LEI,0,0,1,2020
2020-2021,Wolverhampton Wanderers,LIV,0,1,0,2020
2020-2021,Wolverhampton Wanderers,MCI,1,3,0,2020
2020-2021,Wolverhampton Wanderers,MUN,1,2,0,2020
2020-2021,Wolverhampton Wanderers,NEW,1,1,1,2020
2020-2021,Wolverhampton Wanderers,SHU,1,0,2,2020
2020-2021,Wolverhampton Wanderers,SOU,1,1,1,2020
2020-2021,Wolverhampton Wanderers,TOT,1,1,1,2020
2020-2021,Wolverhampton Wanderers,WBA,2,3,0,2020
2020-2021,Wolverhampton Wanderers,WHU,2,3,0,2020
2021-2022,Arsenal,AVL,3,1,2,2021
2021-2022,Arsenal,BRE,2,1,2,2021
2021-2022,Arsenal,BHA,1,2,0,2021
2021-2022,Arsenal,BUR,0,0,1,2021
2021-2022,Arsenal,CHE,0,2,0,2021
2021-2022,Arsenal,CRY,2,2,1,2021
2021-2022,Arsenal,EVE,5,1,2,2021
2021-2022,Arsenal,LEE,2,1,2,2021
2021-2022,Arsenal,LEI,2,0,2,2021
2021-2022,Arsenal,LIV,0,2,0,2021
2021-2022,Arsenal,MCI,1,2,0,2021
2021-2022,Arsenal,MUN,3,1,2,2021
2021-2022,Arsenal,NEW,2,0,2,2021
2021-2022,Arsenal,NOR,1,0,2,2021
2021-2022,Arsenal,SOU,3,0,2,2021
2021-2022,Arsenal,TOT,3,1,2,2021
2021-2022,Arsenal,WAT,1,0,2,2021
2021-2022,Arsenal,WHU,2,0,2,2021
2021-2022,Arsenal,WOL,2,1,2,2021
2021-2022,Aston Villa,ARS,0,1,0,2021
2021-2022,Aston Villa,BRE,1,1,1,2021
2021-2022,Aston Villa,BHA,2,0,2,2021
2021-2022,Aston Villa,BUR,1,1,1,2021
2021-2022,Aston Villa,CHE,1,3,0,2021
2021-2022,Aston Villa,CRY,1,1,1,2021
2021-2022,Aston Villa,EVE,3,0,2,2021
2021-2022,Aston Villa,LEE,3,3,1,2021
2021-2022,Aston Villa,LEI,2,1,2,2021
2021-2022,Aston Villa,LIV,1,2,0,2021
2021-2022,Aston Villa,MCI,1,2,0,2021
2021-2022,Aston Villa,MUN,2,2,1,2021
2021-2022,Aston Villa,NEW,2,0,2,2021
2021-2022,Aston Villa,NOR,2,0,2,2021
2021-2022,Aston Villa,SOU,4,0,2,2021
2021-2022,Aston Villa,TOT,0,4,0,2021
2021-2022,Aston Villa,WAT,0,1,0,2021
2021-2022,Aston Villa,WHU,1,4,0,2021
2021-2022,Aston Villa,WOL,2,3,0,2021
2021-2022,Brentford,ARS,2,0,2,2021
2021-2022,Brentford,AVL,2,1,2,2021
2021-2022,Brentford,BHA,0,1,0,2021
2021-2022,Brentford,BUR,2,0,2,2021
2021-2022,Brentford,CHE,0,1,0,2021
2021-2022,Brentford,CRY,0,0,1,2021
2021-2022,Brentford,EVE,1,0,2,2021
2021-2022,Brentford,LEE,1,2,0,2021
2021-2022,Brentford,LEI,1,2,0,2021
2021-2022,Brentford,LIV,3,3,1,2021
2021-2022,Brentford,MCI,0,1,0,2021
2021-2022,Brentford,MUN,1,3,0,2021
2021-2022,Brentford,NEW,0,2,0,2021
2021-2022,Brentford,NOR,1,2,0,2021
2021-2022,Brentford,SOU,3,0,2,2021
2021-2022,Brentford,TOT,0,0,1,2021
2021-2022,Brentford,WAT,2,1,2,2021
2021-2022,Brentford,WHU,2,0,2,2021
2021-2022,Brentford,WOL,1,2,0,2021
2021-2022,Brighton & Hove Albion,ARS,0,0,1,2021
2021-2022,Brighton & Hove Albion,AVL,0,2,0,2021
2021-2022,Brighton & Hove Albion,BRE,2,0,2,2021
2021-2022,Brighton & Hove Albion,BUR,0,3,0,2021
2021-2022,Brighton & Hove Albion,CHE,1,1,1,2021
2021-2022,Brighton & Hove Albion,CRY,1,1,1,2021
2021-2022,Brighton & Hove Albion,EVE,0,2,0,2021
2021-2022,Brighton & Hove Albion,LEE,0,0,1,2021
2021-2022,Brighton & Hove Albion,LEI,2,1,2,2021
2021-2022,Brighton & Hove Albion,LIV,0,2,0,2021
2021-2022,Brighton & Hove Albion,MCI,1,4,0,2021
2021-2022,Brighton & Hove Albion,MUN,4,0,2,2021
2021-2022,Brighton & Hove Albion,NEW,1,1,1,2021
2021-2022,Brighton & Hove Albion,NOR,0,0,1,2021
2021-2022,Brighton & Hove Albion,SOU,2,2,1,2021
2021-2022,Brighton & Hove Albion,TOT,0,2,0,2021
2021-2022,Brighton & Hove Albion,WAT,2,0,2,2021
2021-2022,Brighton & Hove Albion,WHU,3,1,2,2021
2021-2022,Brighton & Hove Albion,WOL,0,1,0,2021
2021-2022,Burnley,ARS,0,1,0,2021
2021-2022,Burnley,AVL,1,3,0,2021
2021-2022,Burnley,BRE,3,1,2,2021
2021-2022,Burnley,BHA,1,2,0,2021
2021-2022,Burnley,CHE,0,4,0,2021
2021-2022,Burnley,CRY,3,3,1,2021
2021-2022,Burnley,EVE,3,2,2,2021
2021-2022,Burnley,LEE,1,1,1,2021
2021-2022,Burnley,LEI,0,2,0,2021
2021-2022,Burnley,LIV,0,1,0,2021
2021-2022,Burnley,MCI,0,2,0,2021
2021-2022,Burnley,MUN,1,1,1,2021
2021-2022,Burnley,NEW,1,2,0,2021
2021-2022,Burnley,NOR,0,0,1,2021
2021-2022,Burnley,SOU,2,0,2,2021
2021-2022,Burnley,TOT,1,0,2,2021
2021-2022,Burnley,WAT,0,0,1,2021
2021-2022,Burnley,WHU,0,0,1,2021
2021-2022,Burnley,WOL,1,0,2,2021
2021-2022,Chelsea,ARS,2,4,0,2021
2021-2022,Chelsea,AVL,3,0,2,2021
2021-2022,Chelsea,BRE,1,4,0,2021
2021-2022,Chelsea,BHA,1,1,1,2021
2021-2022,Chelsea,BUR,1,1,1,2021
2021-2022,Chelsea,CRY,3,0,2,2021
2021-2022,Chelsea,EVE,1,1,1,2021
2021-2022,Chelsea,LEE,3,2,2,2021
2021-2022,Chelsea,LEI,1,1,1,2021
2021-2022,Chelsea,LIV,2,2,1,2021
2021-2022,Chelsea,MCI,0,1,0,2021
2021-2022,Chelsea,MUN,1,1,1,2021
2021-2022,Chelsea,NEW,1,0,2,2021
2021-2022,Chelsea,NOR,7,0,2,2021
2021-2022,Chelsea,SOU,3,1,2,2021
2021-2022,Chelsea,TOT,2,0,2,2021
2021-2022,Chelsea,WAT,2,1,2,2021
2021-2022,Chelsea,WHU,1,0,2,2021
2021-2022,Chelsea,WOL,2,2,1,2021
2021-2022,Crystal Palace,ARS,3,0,2,2021
2021-2022,Crystal Palace,AVL,1,2,0,2021
2021-2022,Crystal Palace,BRE,0,0,1,2021
2021-2022,Crystal Palace,BHA,1,1,1,2021
2021-2022,Crystal Palace,BUR,1,1,1,2021
2021-2022,Crystal Palace,CHE,0,1,0,2021
2021-2022,Crystal Palace,EVE,3,1,2,2021
2021-2022,Crystal Palace,LEE,0,0,1,2021
2021-2022,Crystal Palace,LEI,2,2,1,2021
2021-2022,Crystal Palace,LIV,1,3,0,2021
2021-2022,Crystal Palace,MCI,0,0,1,2021
2021-2022,Crystal Palace,MUN,1,0,2,2021
2021-2022,Crystal Palace,NEW,1,1,1,2021
2021-2022,Crystal Palace,NOR,3,0,2,2021
2021-2022,Crystal Palace,SOU,2,2,1,2021
2021-2022,Crystal Palace,TOT,3,0,2,2021
2021-2022,Crystal Palace,WAT,1,0,2,2021
2021-2022,Crystal Palace,WHU,2,3,0,2021
2021-2022,Crystal Palace,WOL,2,0,2,2021
2021-2022,Everton,ARS,2,1,2,2021
2021-2022,Everton,AVL,0,1,0,2021
2021-2022,Everton,BRE,2,3,0,2021
2021-2022,Everton,BHA,2,3,0,2021
2021-2022,Everton,BUR,3,1,2,2021
2021-2022,Everton,CHE,1,0,2,2021
2021-2022,Everton,CRY,3,2,2,2021
2021-2022,Everton,LEE,3,0,2,2021
2021-2022,Everton,LEI,1,1,1,2021
2021-2022,Everton,LIV,1,4,0,2021
2021-2022,Everton,MCI,0,1,0,2021
2021-2022,Everton,MUN,1,0,2,2021
2021-2022,Everton,NEW,1,0,2,2021
2021-2022,Everton,NOR,2,0,2,2021
2021-2022,Everton,SOU,3,1,2,2021
2021-2022,Everton,TOT,0,0,1,2021
2021-2022,Everton,WAT,2,5,0,2021
2021-2022,Everton,WHU,0,1,0,2021
2021-2022,Everton,WOL,0,1,0,2021
2021-2022,Leeds United,ARS,1,4,0,2021
2021-2022,Leeds United,AVL,0,3,0,2021
2021-2022,Leeds United,BRE,2,2,1,2021
2021-2022,Leeds United,BHA,1,1,1,2021
2021-2022,Leeds United,BUR,3,1,2,2021
2021-2022,Leeds United,CHE,0,3,0,2021
2021-2022,Leeds United,CRY,1,0,2,2021
2021-2022,Leeds United,EVE,2,2,1,2021
2021-2022,Leeds United,LEI,1,1,1,2021
2021-2022,Leeds United,LIV,0,3,0,2021
2021-2022,Leeds United,MCI,0,4,0,2021
2021-2022,Leeds United,MUN,2,4,0,2021
2021-2022,Leeds United,NEW,0,1,0,2021
2021-2022,Leeds United,NOR,2,1,2,2021
2021-2022,Leeds United,SOU,1,1,1,2021
2021-2022,Leeds United,TOT,0,4,0,2021
2021-2022,Leeds United,WAT,1,0,2,2021
2021-2022,Leeds United,WHU,1,2,0,2021
2021-2022,Leeds United,WOL,1,1,1,2021
2021-2022,Leicester City,ARS,0,2,0,2021
2021-2022,Leicester City,AVL,0,0,1,2021
2021-2022,Leicester City,BRE,2,1,2,2021
2021-2022,Leicester City,BHA,1,1,1,2021
2021-2022,Leicester City,BUR,2,2,1,2021
2021-2022,Leicester City,CHE,0,3,0,2021
2021-2022,Leicester City,CRY,2,1,2,2021
2021-2022,Leicester City,EVE,1,2,0,2021
2021-2022,Leicester City,LEE,1,0,2,2021
2021-2022,Leicester City,LIV,1,0,2,2021
2021-2022,Leicester City,MCI,0,1,0,2021
2021-2022,Leicester City,MUN,4,2,2,2021
2021-2022,Leicester City,NEW,4,0,2,2021
2021-2022,Leicester City,NOR,3,0,2,2021
2021-2022,Leicester City,SOU,4,1,2,2021
2021-2022,Leicester City,TOT,2,3,0,2021
2021-2022,Leicester City,WAT,4,2,2,2021
2021-2022,Leicester City,WHU,2,2,1,2021
2021-2022,Leicester City,WOL,1,0,2,2021
2021-2022,Liverpool,ARS,4,0,2,2021
2021-2022,Liverpool,AVL,1,0,2,2021
2021-2022,Liverpool,BRE,3,0,2,2021
2021-2022,Liverpool,BHA,2,2,1,2021
2021-2022,Liverpool,BUR,2,0,2,2021
2021-2022,Liverpool,CHE,1,1,1,2021
2021-2022,Liverpool,CRY,3,0,2,2021
2021-2022,Liverpool,EVE,2,0,2,2021
2021-2022,Liverpool,LEE,6,0,2,2021
2021-2022,Liverpool,LEI,2,0,2,2021
2021-2022,Liverpool,MCI,2,2,1,2021
2021-2022,Liverpool,MUN,4,0,2,2021
2021-2022,Liverpool,NEW,3,1,2,2021
2021-2022,Liverpool,NOR,3,1,2,2021
2021-2022,Liverpool,SOU,4,0,2,2021
2021-2022,Liverpool,TOT,1,1,1,2021
2021-2022,Liverpool,WAT,2,0,2,2021
2021-2022,Liverpool,WHU,1,0,2,2021
2021-2022,Liverpool,WOL,3,1,2,2021
2021-2022,Manchester City,ARS,5,0,2,2021
2021-2022,Manchester City,AVL,3,2,2,2021
2021-2022,Manchester City,BRE,2,0,2,2021
2021-2022,Manchester City,BHA,3,0,2,2021
2021-2022,Manchester City,BUR,2,0,2,2021
2021-2022,Manchester City,CHE,1,0,2,2021
2021-2022,Manchester City,CRY,0,2,0,2021
2021-2022,Manchester City,EVE,3,0,2,2021
2021-2022,Manchester City,LEE,7,0,2,2021
2021-2022,Manchester City,LEI,6,3,2,2021
2021-2022,Manchester City,LIV,2,2,1,2021
2021-2022,Manchester City,MUN,4,1,2,2021
2021-2022,Manchester City,NEW,5,0,2,2021
2021-2022,Manchester City,NOR,5,0,2,2021
2021-2022,Manchester City,SOU,0,0,1,2021
2021-2022,Manchester City,TOT,2,3,0,2021
2021-2022,Manchester City,WAT,5,1,2,2021
2021-2022,Manchester City,WHU,2,1,2,2021
2021-2022,Manchester City,WOL,1,0,2,2021
2021-2022,Manchester United,ARS,3,2,2,2021
2021-2022,Manchester United,AVL,0,1,0,2021
2021-2022,Manchester United,BRE,3,0,2,2021
2021-2022,Manchester United,BHA,2,0,2,2021
2021-2022,Manchester United,BUR,3,1,2,2021
2021-2022,Manchester United,CHE,1,1,1,2021
2021-2022,Manchester United,CRY,1,0,2,2021
2021-2022,Manchester United,EVE,1,1,1,2021
2021-2022,Manchester United,LEE,5,1,2,2021
2021-2022,Manchester United,LEI,1,1,1,2021
2021-2022,Manchester United,LIV,0,5,0,2021
2021-2022,Manchester United,MCI,0,2,0,2021
2021-2022,Manchester United,NEW,4,1,2,2021
2021-2022,Manchester United,NOR,3,2,2,2021
2021-2022,Manchester United,SOU,1,1,1,2021
2021-2022,Manchester United,TOT,3,2,2,2021
2021-2022,Manchester United,WAT,0,0,1,2021
2021-2022,Manchester United,WHU,1,0,2,2021
2021-2022,Manchester United,WOL,0,1,0,2021
2021-2022,Newcastle United,ARS,2,0,2,2021
2021-2022,Newcastle United,AVL,1,0,2,2021
2021-2022,Newcastle United,BRE,3,3,1,2021
2021-2022,Newcastle United,BHA,2,1,2,2021
2021-2022,Newcastle United,BUR,1,0,2,2021
2021-2022,Newcastle United,CHE,0,3,0,2021
2021-2022,Newcastle United,CRY,1,0,2,2021
2021-2022,Newcastle United,EVE,3,1,2,2021
2021-2022,Newcastle United,LEE,1,1,1,2021
2021-2022,Newcastle United,LEI,2,1,2,2021
2021-2022,Newcastle United,LIV,0,1,0,2021
2021-2022,Newcastle United,MCI,0,4,0,2021
2021-2022,Newcastle United,MUN,1,1,1,2021
2021-2022,Newcastle United,NOR,1,1,1,2021
2021-2022,Newcastle United,SOU,2,2,1,2021
2021-2022,Newcastle United,TOT,2,3,0,2021
2021-2022,Newcastle United,WAT,1,1,1,2021
2021-2022,Newcastle United,WHU,2,4,0,2021
2021-2022,Newcastle United,WOL,1,0,2,2021
2021-2022,Norwich City,ARS,0,5,0,2021
2021-2022,Norwich City,AVL,0,2,0,2021
2021-2022,Norwich City,BRE,1,3,0,2021
2021-2022,Norwich City,BHA,0,0,1,2021
2021-2022,Norwich City,BUR,2,0,2,2021
2021-2022,Norwich City,CHE,1,3,0,2021
2021-2022,Norwich City,CRY,1,1,1,2021
2021-2022,Norwich City,EVE,2,1,2,2021
2021-2022,Norwich City,LEE,1,2,0,2021
2021-2022,Norwich City,LEI,1,2,0,2021
2021-2022,Norwich City,LIV,0,3,0,2021
2021-2022,Norwich City,MCI,0,4,0,2021
2021-2022,Norwich City,MUN,0,1,0,2021
2021-2022,Norwich City,NEW,0,3,0,2021
2021-2022,Norwich City,SOU,2,1,2,2021
2021-2022,Norwich City,TOT,0,5,0,2021
2021-2022,Norwich City,WAT,1,3,0,2021
2021-2022,Norwich City,WHU,0,4,0,2021
2021-2022,Norwich City,WOL,0,0,1,2021
2021-2022,Southampton,ARS,1,0,2,2021
2021-2022,Southampton,AVL,1,0,2,2021
2021-2022,Southampton,BRE,4,1,2,2021
2021-2022,Southampton,BHA,1,1,1,2021
2021-2022,Southampton,BUR,2,2,1,2021
2021-2022,Southampton,CHE,0,6,0,2021
2021-2022,Southampton,CRY,1,2,0,2021
2021-2022,Southampton,EVE,2,0,2,2021
2021-2022,Southampton,LEE,1,0,2,2021
2021-2022,Southampton,LEI,2,2,1,2021
2021-2022,Southampton,LIV,1,2,0,2021
2021-2022,Southampton,MCI,1,1,1,2021
2021-2022,Southampton,MUN,1,1,1,2021
2021-2022,Southampton,NEW,1,2,0,2021
2021-2022,Southampton,NOR,2,0,2,2021
2021-2022,Southampton,TOT,1,1,1,2021
2021-2022,Southampton,WAT,1,2,0,2021
2021-2022,Southampton,WHU,0,0,1,2021
2021-2022,Southampton,WOL,0,1,0,2021
2021-2022,Tottenham Hotspur,ARS,3,0,2,2021
2021-2022,Tottenham Hotspur,AVL,2,1,2,2021
2021-2022,Tottenham Hotspur,BRE,2,0,2,2021
2021-2022,Tottenham Hotspur,BHA,0,1,0,2021
2021-2022,Tottenham Hotspur,BUR,1,0,2,2021
2021-2022,Tottenham Hotspur,CHE,0,3,0,2021
2021-2022,Tottenham Hotspur,CRY,3,0,2,2021
2021-2022,Tottenham Hotspur,EVE,5,0,2,2021
2021-2022,Tottenham Hotspur,LEE,2,1,2,2021
2021-2022,Tottenham Hotspur,LEI,3,1,2,2021
2021-2022,Tottenham Hotspur,LIV,2,2,1,2021
2021-2022,Tottenham Hotspur,MCI,1,0,2,2021
2021-2022,Tottenham Hotspur,MUN,0,3,0,2021
2021-2022,Tottenham Hotspur,NEW,5,1,2,2021
2021-2022,Tottenham Hotspur,NOR,3,0,2,2021
2021-2022,Tottenham Hotspur,SOU,2,3,0,2021
2021-2022,Tottenham Hotspur,WAT,1,0,2,2021
2021-2022,Tottenham Hotspur,WHU,3,1,2,2021
2021-2022,Tottenham Hotspur,WOL,0,2,0,2021
2021-2022,Watford,ARS,2,3,0,2021
2021-2022,Watford,AVL,3,2,2,2021
2021-2022,Watford,BRE,1,2,0,2021
2021-2022,Watford,BHA,0,2,0,2021
2021-2022,Watford,BUR,1,2,0,2021
